dataset,category,model_family,config_label,p,display_name,params,num_queries,strict_10,strict_20,strict_30,strict_50,complete_10,complete_20,complete_30,complete_50,doc_rec_10,doc_rec_20,doc_rec_30,doc_rec_50,prec_10,prec_20,prec_30,prec_50,mrr_10,latency_p50_ms,latency_mean_ms,latency_p95_ms,tti_s,vram_gb,avg_qaug_len,avg_anchors,avg_synonyms,avg_r_anchor
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.75,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.75)","centrality, n=3, r in [2,5], c=-1, p=0.75",300,75.67,78.67,81.0,81.67,70.67,74.67,78.0,79.0,73.05,76.81,79.77,80.61,8.1,4.33,3.02,1.83,0.5772,61.3,61.46,69.23,0.743,0.09,27.0,7.67,23.32,3.0
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.75,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.75)","centrality, n=4, r in [2,5], c=-1, p=0.75",300,76.0,79.33,81.0,81.67,71.33,75.67,78.0,79.0,73.55,77.57,79.77,80.67,8.17,4.37,3.02,1.84,0.5788,61.19,61.61,70.38,0.743,0.09,27.0,7.67,23.32,4.0
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.75,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.75)","centrality, r in [2,4], c=-1, p=0.75",300,76.67,80.33,81.33,82.0,72.33,76.67,78.67,79.67,74.45,78.74,80.27,81.02,8.27,4.45,3.04,1.85,0.5718,61.37,61.61,70.27,0.743,0.09,23.0,7.67,18.05,3.37
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.75,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.75)","centrality, r in [3,5], c=-1, p=0.75",300,77.0,80.33,81.33,82.0,72.67,77.33,78.67,79.33,74.85,78.86,80.27,80.94,8.33,4.45,3.04,1.84,0.5832,61.56,61.57,69.53,0.743,0.09,29.0,7.67,25.72,4.37
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.75,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.75)","centrality, r in [4,5], c=-1, p=0.75",300,76.33,79.67,81.0,82.0,72.0,76.33,78.0,79.33,74.06,78.03,79.77,81.01,8.27,4.4,3.02,1.85,0.5843,61.32,61.7,70.34,0.743,0.09,31.1,7.67,28.5,4.73
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.75,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.75)","centrality, r in [2,5], c=-1, p=0.75",300,76.0,81.0,81.33,82.0,72.33,77.67,78.67,79.33,74.13,79.36,80.27,81.01,8.27,4.47,3.04,1.85,0.5806,61.64,61.55,70.04,0.743,0.09,27.0,7.67,23.32,4.07
beir_scifact_doc_level,Edge-RAG,v1,v1_baseline,0.8,"Schema 1 Baseline (R=3, C_exp=2) (p=0.80)","R=3, C_exp=2, p=0.80",300,76.67,79.33,81.0,83.0,71.67,75.0,77.67,80.67,74.05,77.37,79.54,82.07,8.2,4.35,3.0,1.87,0.5833,35.63,36.63,45.22,0.743,0.09,23.4,8.59,17.18,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.8,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.80)","n=3, r in [2,5], c=-1, p=0.80",300,76.67,79.33,81.0,83.0,71.67,75.0,77.67,80.67,74.05,77.37,79.54,82.07,8.2,4.35,3.0,1.87,0.5833,35.8,35.96,43.8,0.743,0.09,23.4,8.59,17.18,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.8,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.80)","n=4, r in [2,5], c=-1, p=0.80",300,77.33,79.0,81.0,83.0,72.67,75.0,77.67,80.67,74.88,77.03,79.61,82.09,8.3,4.32,3.01,1.87,0.5848,35.84,36.1,44.56,0.743,0.09,23.4,8.59,17.18,3.0
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.8,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.80)","r in [2,5], c=-1, p=0.80",300,77.33,82.0,82.0,82.67,73.0,78.33,78.67,80.0,75.13,80.28,80.58,81.67,8.37,4.5,3.03,1.86,0.5836,35.79,36.35,44.76,0.743,0.09,29.2,8.59,24.95,3.94
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.8,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.80)","r in [3,5], c=-1, p=0.80",300,77.67,81.0,82.33,83.0,73.33,77.0,79.67,80.33,75.52,79.11,81.27,81.94,8.4,4.43,3.08,1.86,0.5936,36.18,36.33,45.05,0.743,0.09,31.6,8.59,28.0,4.28
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.8,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.80)","r in [4,5], c=-1, p=0.80",300,77.33,79.67,81.33,82.33,73.0,75.67,77.67,79.67,75.06,77.71,79.77,81.34,8.37,4.35,3.01,1.85,0.5908,36.02,37.12,45.36,0.743,0.09,34.2,8.59,31.36,4.67
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.8,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.80)","centrality, n=3, r in [2,5], c=-1, p=0.80",300,76.67,79.33,81.33,82.33,71.67,75.33,78.0,79.67,74.05,77.41,79.87,81.27,8.2,4.35,3.01,1.85,0.5815,61.73,61.94,69.76,0.743,0.09,28.2,8.13,24.22,3.0
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.8,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.80)","centrality, n=4, r in [2,5], c=-1, p=0.80",300,76.67,80.0,81.33,82.33,72.0,76.33,78.33,79.67,74.22,78.24,80.04,81.34,8.23,4.4,3.02,1.85,0.5844,61.29,61.89,70.67,0.743,0.09,28.2,8.13,24.22,4.0
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.8,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.80)","centrality, r in [2,4], c=-1, p=0.80",300,77.33,81.0,82.0,82.67,73.33,77.0,79.33,80.33,75.23,79.24,80.94,81.69,8.37,4.47,3.07,1.86,0.5844,61.59,61.88,70.64,0.743,0.09,24.1,8.13,18.8,3.33
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.8,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.80)","centrality, r in [3,5], c=-1, p=0.80",300,77.67,81.0,82.0,82.67,73.67,77.67,79.33,80.0,75.63,79.36,80.94,81.61,8.43,4.47,3.07,1.85,0.5927,61.58,62.02,70.94,0.743,0.09,30.4,8.13,26.92,4.33
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.8,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.80)","centrality, r in [4,5], c=-1, p=0.80",300,77.67,80.0,81.67,82.33,73.33,76.33,78.33,79.67,75.39,78.13,80.27,81.34,8.4,4.38,3.03,1.85,0.5908,61.23,61.55,70.14,0.743,0.09,32.7,8.13,29.92,4.7
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.8,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.80)","centrality, r in [2,5], c=-1, p=0.80",300,77.33,81.67,81.67,82.67,73.33,78.33,78.67,80.0,75.29,80.03,80.44,81.67,8.4,4.5,3.04,1.86,0.5874,55.33,56.35,66.19,0.743,0.09,28.2,8.13,24.22,4.01
beir_scifact_doc_level,Edge-RAG,v1,v1_baseline,0.9,"Schema 1 Baseline (R=3, C_exp=2) (p=0.90)","R=3, C_exp=2, p=0.90",300,76.0,79.33,80.33,83.0,71.33,75.33,76.67,80.33,73.55,77.46,78.71,82.01,8.13,4.37,2.97,1.87,0.5851,30.9,31.55,39.57,0.743,0.09,25.2,9.31,18.62,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.9,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.90)","n=3, r in [2,5], c=-1, p=0.90",300,76.0,79.33,80.33,83.0,71.33,75.33,76.67,80.33,73.55,77.46,78.71,82.01,8.13,4.37,2.97,1.87,0.5851,30.88,31.49,39.08,0.743,0.09,25.2,9.31,18.62,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.9,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.90)","n=4, r in [2,5], c=-1, p=0.90",300,76.33,79.33,81.0,83.0,71.67,75.67,77.33,81.0,73.88,77.44,79.44,82.16,8.17,4.35,3.0,1.88,0.5851,33.49,34.05,42.81,0.743,0.09,25.2,9.31,18.62,3.0
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.9,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.90)","r in [2,5], c=-1, p=0.90",300,77.0,81.67,82.0,82.67,73.33,78.0,79.0,80.0,75.23,79.94,80.59,81.61,8.37,4.48,3.03,1.85,0.5856,34.18,35.22,44.2,0.743,0.09,30.6,9.31,25.96,3.82
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.9,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.90)","r in [3,5], c=-1, p=0.90",300,77.67,81.0,82.0,83.0,73.33,77.0,79.33,80.33,75.52,79.11,80.94,81.94,8.4,4.43,3.07,1.86,0.5903,35.47,36.24,45.71,0.743,0.09,33.5,9.31,29.64,4.21
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.9,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.90)","r in [4,5], c=-1, p=0.90",300,76.33,80.0,81.33,82.33,72.33,76.33,77.67,79.67,74.23,78.13,79.71,81.34,8.27,4.38,3.0,1.85,0.5906,37.22,37.82,47.12,0.743,0.09,36.4,9.31,33.54,4.62
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.9,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.90)","centrality, n=3, r in [2,5], c=-1, p=0.90",300,76.67,80.0,80.33,82.67,72.33,75.67,76.67,80.0,74.48,78.06,78.71,81.67,8.2,4.38,2.97,1.86,0.5812,61.54,61.61,70.49,0.743,0.09,30.2,9.09,25.66,3.0
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.9,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.90)","centrality, n=4, r in [2,5], c=-1, p=0.90",300,76.0,80.0,80.67,82.67,71.33,76.33,77.0,80.0,73.55,78.24,79.04,81.61,8.13,4.4,2.98,1.85,0.5824,63.79,63.93,73.12,0.743,0.09,30.2,9.09,25.66,4.0
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.9,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.90)","centrality, r in [2,4], c=-1, p=0.90",300,77.67,80.33,82.0,83.0,73.33,76.33,79.33,80.33,75.45,78.58,80.94,82.01,8.37,4.43,3.07,1.87,0.5828,61.6,62.64,72.34,0.743,0.09,26.1,9.09,20.07,3.22
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.9,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.90)","centrality, r in [3,5], c=-1, p=0.90",300,77.67,81.0,81.67,83.0,73.33,77.0,79.0,80.33,75.52,79.11,80.61,81.94,8.4,4.43,3.06,1.86,0.5889,62.53,62.98,71.84,0.743,0.09,33.0,9.09,29.15,4.22
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.9,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.90)","centrality, r in [4,5], c=-1, p=0.90",300,76.33,80.0,81.33,82.33,72.33,76.33,77.67,79.67,74.23,78.13,79.71,81.34,8.27,4.38,3.0,1.85,0.5902,63.46,63.91,72.83,0.743,0.09,35.8,9.09,32.85,4.63
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.9,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.90)","centrality, r in [2,5], c=-1, p=0.90",300,77.0,81.67,82.0,82.67,73.33,78.0,79.0,80.0,75.23,79.94,80.59,81.61,8.37,4.48,3.03,1.85,0.5845,63.18,63.18,73.85,0.743,0.09,30.2,9.09,25.66,3.84
beir_scifact_doc_level,Edge-RAG,v1,v1_baseline,1.0,"Schema 1 Baseline (R=3, C_exp=2) (p=1.00)","R=3, C_exp=2, p=1.00",300,76.0,79.67,80.67,83.0,71.33,75.67,77.0,80.33,73.55,77.79,79.04,82.01,8.13,4.38,2.98,1.87,0.5853,37.09,38.08,47.15,0.743,0.09,25.6,9.47,18.93,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,1.0,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=1.00)","n=3, r in [2,5], c=-1, p=1.00",300,76.0,79.67,80.67,83.0,71.33,75.67,77.0,80.33,73.55,77.79,79.04,82.01,8.13,4.38,2.98,1.87,0.5853,35.71,36.29,45.26,0.743,0.09,25.6,9.47,18.93,3.0
beir_scifact_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,1.0,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=1.00)","n=4, r in [2,5], c=-1, p=1.00",300,76.33,79.33,81.33,83.0,71.67,75.67,77.67,81.0,73.88,77.44,79.77,82.16,8.17,4.35,3.01,1.88,0.5852,36.98,37.74,48.12,0.743,0.09,25.6,9.47,18.93,3.0
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,1.0,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=1.00)","r in [2,5], c=-1, p=1.00",300,77.33,82.0,82.0,82.67,73.67,78.33,79.0,80.0,75.56,80.28,80.59,81.61,8.4,4.5,3.03,1.85,0.5861,37.23,37.91,47.73,0.743,0.09,30.9,9.47,26.14,3.8
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,1.0,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=1.00)","r in [3,5], c=-1, p=1.00",300,77.67,81.0,82.33,82.67,73.33,77.0,79.67,80.0,75.52,79.11,81.27,81.61,8.4,4.43,3.08,1.85,0.5904,37.79,38.59,48.37,0.743,0.09,33.9,9.47,29.95,4.19
beir_scifact_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,1.0,"Schema 5b (Heavy Booster [4,5], c=-1) (p=1.00)","r in [4,5], c=-1, p=1.00",300,76.33,80.33,81.33,82.33,72.33,76.67,77.67,79.67,74.23,78.46,79.71,81.34,8.27,4.4,3.0,1.85,0.5907,37.1,38.02,48.32,0.743,0.09,36.8,9.47,34.0,4.61
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,1.0,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=1.00)","centrality, n=3, r in [2,5], c=-1, p=1.00",300,77.0,80.33,80.67,82.67,72.33,76.0,77.0,80.0,74.65,78.39,79.04,81.67,8.23,4.4,2.98,1.86,0.5818,63.54,64.1,74.24,0.743,0.09,30.8,9.42,26.03,3.0
beir_scifact_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,1.0,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=1.00)","centrality, n=4, r in [2,5], c=-1, p=1.00",300,76.0,80.0,81.0,82.67,71.33,76.0,77.33,80.0,73.55,78.16,79.37,81.61,8.13,4.38,2.99,1.85,0.5823,63.85,64.51,74.62,0.743,0.09,30.8,9.42,26.03,4.0
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,1.0,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=1.00)","centrality, r in [2,4], c=-1, p=1.00",300,78.0,80.67,82.0,83.0,73.67,76.67,79.33,80.33,75.78,78.91,80.94,82.01,8.4,4.45,3.07,1.87,0.583,62.64,64.0,73.65,0.743,0.09,26.6,9.42,20.4,3.19
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,1.0,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=1.00)","centrality, r in [3,5], c=-1, p=1.00",300,77.67,81.0,82.0,82.67,73.33,77.0,79.33,80.0,75.52,79.11,80.94,81.61,8.4,4.43,3.07,1.85,0.5888,63.8,64.22,74.55,0.743,0.09,33.8,9.42,29.81,4.19
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,1.0,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=1.00)","centrality, r in [4,5], c=-1, p=1.00",300,76.33,80.33,81.33,82.33,72.33,76.67,77.67,79.67,74.23,78.46,79.71,81.34,8.27,4.4,3.0,1.85,0.5899,63.92,64.28,74.56,0.743,0.09,36.8,9.42,33.83,4.61
beir_scifact_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,1.0,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=1.00)","centrality, r in [2,5], c=-1, p=1.00",300,77.33,82.0,82.0,82.67,73.67,78.33,79.0,80.0,75.56,80.28,80.59,81.61,8.4,4.5,3.03,1.85,0.5849,63.91,64.22,75.23,0.743,0.09,30.8,9.42,26.03,3.8
beir_nfcorpus_doc_level,Baseline,BM25_Lucene,bm25_baseline,-,BM25 (Lucene Baseline),"k1=1.5, b=0.75",323,64.09,68.42,70.28,71.83,3.1,3.1,3.41,3.72,12.74,14.92,16.32,18.32,19.29,14.02,11.47,8.67,0.4815,0.29,0.23,0.4,0.767,0.0,3.3,0.0,0.0,0.0
beir_nfcorpus_doc_level,Baseline,Dense_BGE_Small,dense_bge_small,-,Dense (bge-small-en-v1.5),"dim=384, cosine",323,69.35,75.23,77.09,79.57,4.02,4.64,4.95,5.57,16.2,20.04,22.15,25.48,25.76,19.01,15.44,11.8,0.5298,15.46,15.58,16.36,4.364,1.6,3.3,0.0,0.0,0.0
beir_nfcorpus_doc_level,Baseline,Dense_BGE_Large,dense_bge_large,-,Dense (bge-large-en-v1.5),"dim=1024, cosine",323,76.16,80.8,83.59,86.69,5.88,5.88,6.19,7.74,19.29,23.32,25.65,29.84,28.14,21.3,17.38,13.43,0.5775,31.68,31.8,33.17,28.245,2.6,3.3,0.0,0.0,0.0
beir_nfcorpus_doc_level,Baseline,SPLADE_v3,splade_v3,-,SPLADE-v3 (DistilBERT),"sparse neural, distilbert",323,72.76,76.78,78.02,78.64,4.95,5.57,5.57,5.57,16.74,19.82,21.25,23.71,25.45,18.42,14.73,11.23,0.5755,7.82,7.84,8.61,32.2,4.12,3.3,0.0,0.0,0.0
beir_nfcorpus_doc_level,Edge-RAG,v1,v1_baseline,0.45,"Schema 1 Baseline (R=3, C_exp=2) (p=0.45)","R=3, C_exp=2, p=0.45",323,61.61,67.18,70.59,73.99,2.79,3.41,3.72,3.72,12.21,14.89,16.62,18.1,19.6,13.9,11.21,8.36,0.4435,26.44,26.43,30.31,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.45,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.45)","n=3, r in [2,5], c=-1, p=0.45",323,61.61,67.18,70.59,73.99,2.79,3.41,3.72,3.72,12.21,14.89,16.62,18.1,19.6,13.9,11.21,8.36,0.4435,26.88,26.81,31.15,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.45,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.45)","n=4, r in [2,5], c=-1, p=0.45",323,62.23,67.18,70.59,73.99,2.79,3.1,3.72,4.02,12.3,14.67,16.54,18.2,19.78,14.02,11.2,8.38,0.4437,26.99,27.09,31.83,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.45,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.45)","r in [2,5], c=-1, p=0.45",323,62.23,67.49,70.9,73.07,2.79,3.41,4.02,4.02,12.3,14.98,16.8,18.2,19.85,14.04,11.31,8.46,0.4481,26.58,26.56,30.91,0.573,0.09,8.5,1.92,6.89,4.68
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.45,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.45)","r in [3,5], c=-1, p=0.45",323,62.23,67.18,71.52,73.07,2.79,3.1,4.02,4.02,12.18,14.71,16.83,18.19,19.88,14.04,11.28,8.4,0.4458,26.72,26.76,30.71,0.573,0.09,8.8,1.92,7.18,4.8
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.45,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.45)","r in [4,5], c=-1, p=0.45",323,61.61,67.49,71.21,73.07,2.79,3.1,3.72,3.72,12.12,14.8,16.72,18.09,19.81,14.2,11.26,8.41,0.4444,26.62,26.67,30.77,0.573,0.09,9.0,1.92,7.49,4.93
beir_nfcorpus_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.45,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.45)","centrality, n=3, r in [2,5], c=-1, p=0.45",323,62.23,69.35,71.83,73.99,2.79,3.41,3.72,3.72,12.27,15.3,16.95,18.33,19.78,14.44,11.61,8.62,0.4533,50.28,50.28,56.54,0.573,0.09,8.4,1.91,6.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.45,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.45)","centrality, n=4, r in [2,5], c=-1, p=0.45",323,62.23,68.73,71.83,73.68,2.79,3.1,3.72,3.72,12.4,14.99,16.95,18.29,20.22,14.44,11.58,8.61,0.4512,50.75,50.59,56.86,0.573,0.09,8.4,1.91,6.84,4.0
beir_nfcorpus_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.45,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.45)","centrality, r in [2,4], c=-1, p=0.45",323,62.54,67.49,71.21,73.99,2.79,3.41,3.72,3.72,12.53,15.05,16.77,18.1,20.19,14.1,11.41,8.53,0.4571,50.14,50.28,57.15,0.573,0.09,6.9,1.91,5.23,3.8
beir_nfcorpus_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.45,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.45)","centrality, r in [3,5], c=-1, p=0.45",323,62.54,67.49,71.83,73.37,2.79,3.1,3.72,3.72,12.39,14.91,16.92,18.3,20.15,14.37,11.53,8.6,0.4552,50.62,50.4,56.87,0.573,0.09,8.7,1.91,7.12,4.8
beir_nfcorpus_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.45,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.45)","centrality, r in [4,5], c=-1, p=0.45",323,62.23,67.49,71.52,73.37,2.79,3.1,3.72,3.72,12.37,14.97,16.93,18.28,20.22,14.44,11.54,8.6,0.4548,50.39,50.2,56.57,0.573,0.09,9.0,1.91,7.43,4.93
beir_nfcorpus_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.45,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.45)","centrality, r in [2,5], c=-1, p=0.45",323,62.54,67.8,71.21,73.37,2.79,3.41,3.72,3.72,12.52,15.18,16.9,18.4,20.12,14.35,11.56,8.65,0.4566,50.69,50.34,56.94,0.573,0.09,8.4,1.91,6.84,4.68
beir_nfcorpus_doc_level,Edge-RAG,v1,v1_baseline,0.5,"Schema 1 Baseline (R=3, C_exp=2) (p=0.50)","R=3, C_exp=2, p=0.50",323,61.61,67.18,70.59,73.99,2.79,3.41,3.72,3.72,12.21,14.89,16.62,18.1,19.6,13.9,11.21,8.36,0.4435,26.32,26.5,30.6,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.5,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.50)","n=3, r in [2,5], c=-1, p=0.50",323,61.61,67.18,70.59,73.99,2.79,3.41,3.72,3.72,12.21,14.89,16.62,18.1,19.6,13.9,11.21,8.36,0.4435,26.35,26.46,30.65,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.5,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.50)","n=4, r in [2,5], c=-1, p=0.50",323,62.23,67.18,70.59,73.99,2.79,3.1,3.72,4.02,12.3,14.67,16.54,18.2,19.78,14.02,11.2,8.38,0.4437,26.53,26.49,30.52,0.573,0.09,5.6,1.92,3.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.5,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.50)","r in [2,5], c=-1, p=0.50",323,62.23,67.49,70.9,73.07,2.79,3.41,4.02,4.02,12.3,14.98,16.8,18.2,19.85,14.04,11.31,8.46,0.4481,25.98,25.95,30.18,0.573,0.09,8.5,1.92,6.89,4.68
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.5,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.50)","r in [3,5], c=-1, p=0.50",323,62.23,67.18,71.52,73.07,2.79,3.1,4.02,4.02,12.18,14.71,16.83,18.19,19.88,14.04,11.28,8.4,0.4458,25.19,24.99,28.81,0.573,0.09,8.8,1.92,7.18,4.8
beir_nfcorpus_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.5,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.50)","r in [4,5], c=-1, p=0.50",323,61.61,67.49,71.21,73.07,2.79,3.1,3.72,3.72,12.12,14.8,16.72,18.09,19.81,14.2,11.26,8.41,0.4444,26.34,26.54,30.79,0.573,0.09,9.0,1.92,7.49,4.93
beir_nfcorpus_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.5,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.50)","centrality, n=3, r in [2,5], c=-1, p=0.50",323,62.23,69.35,71.83,73.99,2.79,3.41,3.72,3.72,12.27,15.3,16.95,18.33,19.78,14.44,11.61,8.62,0.4533,50.79,50.4,57.07,0.573,0.09,8.4,1.91,6.84,3.0
beir_nfcorpus_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.5,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.50)","centrality, n=4, r in [2,5], c=-1, p=0.50",323,62.23,68.73,71.83,73.68,2.79,3.1,3.72,3.72,12.4,14.99,16.95,18.29,20.22,14.44,11.58,8.61,0.4512,50.38,50.63,56.69,0.573,0.09,8.4,1.91,6.84,4.0
beir_nfcorpus_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.5,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.50)","centrality, r in [2,4], c=-1, p=0.50",323,62.54,67.49,71.21,73.99,2.79,3.41,3.72,3.72,12.53,15.05,16.77,18.1,20.19,14.1,11.41,8.53,0.4571,50.7,50.39,56.77,0.573,0.09,6.9,1.91,5.23,3.8
